0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
nabbt,nbetö,npete,nebad,npet,nbett,nbedi,nibt_,nbetu,nnbet,nepid,nbet_,nbedu,npoet,nopt,nbiet,nibt,nbed,_nibt,nbet,nappt,,,,,,,,,,,,,,,,,,,
sànf,sunif,sänf,_sànf,sanf,senf_,_sänf,sonaw,_senf,seniw,_sanf,senf,sanfa,,,,,,,,,,,,,,,,,,,,,,,,,,,
nstp,nstbo,nstpa,nstb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amwa,_umw,imwe,umwer,ümmw,omobi,eimwe,umwe,ummwa,amwaj,ummiw,amwà,ümmwe,äimwe,aamwä,umwi,amwày,äimw,_ümmw,_umwi,ammev,umwue,imweh,aamw,umwu,ummw,eimw,amwä,immiw,amway,,,,,,,,,,
ossst,az'st,essst,üsz't,oßsta,oßst,ußst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
damn,damno,damni,teman,demn,temon,demnä,htman,tmin,tmen,tmann,diman,tman,démen,dmun,deman,domin,dmen_,dman,tmän,dmen,demna,_demn,téman,temen,demno,dmin,tmänn,damen,dman_,thymn,demän,dmann,tamen,_damn,ttman,tmon,dmini,timen,demen
aktv,ektiv,ectv,ectiv,oktav,aktvo,octav,actif,uctif,ectvo,ektaw,oktow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerme,jrmä,hjerm,jerm,jerum,jriem,jrem,jerma,jorm,_jorm,jrem_,_jerm,jermu,jormä,jerm_,jerem,jeräm,jrmäi,jermä,,,,,,,,,,,,,,,,,,,,,
hüsl,haßl,hysel,hysle,hösle,hisle,hisl,_haßl,häßli,hesl,husal,_hisl,_hysl,hisel,_hüsl,hysl,hüßel,hisla,hysli,häusl,hassl,hüsli,hösl,hesle,häsel,_hösl,hasel,_häßl,häßl,hussl,hüssl,heslu,haßli,,,,,,,
zbol,seppl,säbel,zblä,sepel,s-pla,subl,sible,sabel,ssbal,_supl,säble,süpla,zpla,zbil,ßbal,sebal,seblu,seblä,ßebel,zblau,süpl,sibl,sobal,ssüpl,ßball,sepal,sybil,ssibl,z'bl,s-pl,säbl,sobol,sebl,z'bli,zbla,supli,subli,_subl,supl
ubfro,abfir,opfar,upfer,epfor,apfer,apfr,opfer,ubfer,abver,ubfr,apfra,öpfer,epfer,aubfr,,,,,,,,,,,,,,,,,,,,,,,,,
bgewö,bg'f,bg’fa,bgewa,bgewe,bgfa,bgewi,bgfah,bgew,ppkaf,bgaw,pkaf,bg’f,bg'fü,pkaff,,,,,,,,,,,,,,,,,,,,,,,,,
zuegr,zekr,tzkür,züger,dskr,tskrä,zögra,tsger,tsakr,tsker,_zegr,zegar,zegru,tsgrö,dskri,dsgr,diskr,züegr,zegra,zekrä,tskr,tskir,zegr,tsgr,tskra,zögr,tz-kr,dsgru,tzkra,zigar,_zögr,tzkr,dsgro,disgr,tskar,zegri,tzkrä,ziger,,
urtf,arotf,ertif,ertfü,artef,artüf,urtfi,achtf,achtv,ardef,erduf,artof,ortif,ertf,ortfa,erdew,ortf,ortef,urtfa,ärdef,ertfu,ardew,,,,,,,,,,,,,,,,,,
pedun,bedun,ptun,püten,ption,boden,bten_,beden,batin,paten,bedän,pätun,bodin,bedin,bâton,peden,pedin,bten,beten,badan,ptan,boten,baden,baton,patan,betun,bedan,betan,bdan,,,,,,,,,,,
rsmä,rsam_,hrsmi,rsma,rsäum,rossm,rsum,rsüm,hrsam,rosme,rsmai,_rosm,'rsam,rsim,rsüme,rsmi,resam,riz'm,rzmi,rsamm,rosam,ryzm,rsam,hrsma,rsame,ryzmi,roßm,roßma,hrsm,rzmie,rzma,rsmo,rosm,,,,,,,
mesan,msin,müsan,msün,msin_,msähn,mesun,musan,mson,msun,massn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twuc,duwac,düwac,dvok,twic,twege,dviec,dvoka,twaac,duwak,tüwac,tüwak,debuc,twag,dvek,twaga,twick,twec,twac,tuwac,debic,deweg,tebuc,dveka,ttwuc,tweg,tübak,deboc,t'weg,dwac,debik,düwak,,,,,,,,
dmak,demok,domag,tmaic,temac,dmac,dummk,dmake,domic,damoc,ttmac,tmac,tmag,htmag,démiq,tmic,,,,,,,,,,,,,,,,,,,,,,,,
ansz,ins-z,ensz,ensez,anszö,enszi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmkop,mgebö,mköp,mmköp,mgeb,mkop,megeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rsäuf,rosva,rosv,rzfa,reisf,rizf,rüsf,rzfah,rossv,rüssf,rs-ph,rsoff,rüsfa,roßfü,rsüf,rsüff,rosew,rizfa,hresf,rsof,rsaw,roßf,rzhaf,rüsfi,resf,rossf,rsüfe,rseif,rsaif,,,,,,,,,,,
nd-p,ntbeh,ndépe,ndpu,nentb,nd'pa,ndba,ndep,ndib,ndibü,ndbe,ndab_,ntebi,ntyp,ntebu,nde-b,nteb,ntab,ndebi,ndab,nd'p,nd-pè,nd-pa,ndb',ndeb,ndepi,nte-b,ntypu,ndebo,ndép,ndebu,ndbi,nd:p,ndbo,ndeba,ntbe,,,,
tweil,tebel,tawl,dywel,htwil,twyl,twil,tiwle,towol,tüwel,twile,tävel,debol,twiel,duwl,tawel,ttvol,devol,htwyl,twill,dewol,dwel,htvol,tivol,tvol,dubel,tawli,duwle,daiwl,tvoll,tiwl,tiwwl,_duwl,thwil,tabel,twyll,tawle,tawal,tvil,
olxe,_alex,ollgs,olks,elexi,elgsa,alex,elix,elex,ehlgs,elkas,alexa,elixi,aleux,olgs,ahlgs,iligs,olgsa,alks,alges,olkes,elgaß,aloux,alexi,elgs,elix_,,,,,,,,,,,,,,
azgs,üßgez,isigs,üsgsu,osg's,_usgs,usgez,osgs,üssgs,äßigs,usgs,üs’gs,isacs,üsgsa,isex_,usges,azgsi,isegs,osgez,üsgez,üsgsü,ussgs,üsg's,yzkis,usgse,esges,isküs,üsgs,_üsgs,isex,izgs,esg's,üsgse,üsg’s,,,,,,
malh,melha,milh,mmelh,melho,melhe,müelh,mülhü,mülh,milhü,_malh,malhe,hmalh,_milh,malha,melh,_mülh,,,,,,,,,,,,,,,,,,,,,,,
afsk,ufsc,uwisc,efisc,afsko,efizk,oifsc,ewasc,of’sc,owesc,ewesg,üfsc,awisc,ofsk,aüfsc,ävsc,üüfsc,iefsc,ifsc,uffsc,ewäsc,uf'sc,üffsc,owäsc,uffsg,afsc,aifsc,äwesg,ofsc,affsc,efesc,efsc,_ufsc,ifesc,oofsc,üwisc,ofsko,aufsc,üwesc,
elf’s,elfs,älfs,ilfs,olfes,olfz,alfis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_abma,ebäm,ibum,äbma,ebum_,ebäum,appm,ab-m,ebämm,ibum_,_abme,ebem,ebumm,iebem,ebaam,epomü,oppm,epum,epom,abma,abme,ab-em,ebma,ebimm,iebma,ebaum,ab-m_,epomu,oppma,ebim,appme,iebm,ebemo,ebum,_abm,,,,,
aspre,esprä,aspr,isper,_üsbr,espri,üsbir,espr,espro,ispar,esbri,ijsbr,esbru,espru,üsbre,ouspr,osbr,espir,esper,isbàr,espèr,üsbr,osbri,_aspr,asper,esbr,espre,üsbrü,uspre,osbur,isbur,uspr,äsper,ichbr,,,,,,
zbad,zbat,zbod_,septe,_süpt,ßbüd,zbad_,z-bat,sabat,süpti,sebod,zbata,ßbüdi,sept,z'put,sabot,_sept,zbod,seput,süpt,siebt,sept_,ssbed,,,,,,,,,,,,,,,,,
lizis,lotzs,lizz_,lutzz,lezz,lzus,_lezz,lizz,lzes,letzs,lezz_,llzus,lizez,_lizz,litzs,lzes_,hluzz,lzuse,luzz,,,,,,,,,,,,,,,,,,,,,
wwliz,wills,wäls,vals,weils,wahls,wels,walz,welse,wels_,wals,viels,wells,_wälz,_wäls,wyls,wiels,welis,vilas,walis,wälz,volls,valis,wliz,wils,_wels,valse,_walz,wls_,weles,_vals,vilis,_wals,walz_,,,,,,
püpit,bebt,bebbt,bapti,bebt_,bapt,-bapt,babet,bäbbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_amst,amsta,immst,emüßt,ummst,eimst,umstà,_umst,üamst,ömmst,ommst,amste,ümmst,amst,ämst_,amsti,amst_,ammst,umst_,_imst,ämst,umste,umstu,imst,umstä,imstö,umsat,umst,aumst,umsta,imste,,,,,,,,,
fzeop,fzub,ffzep,vzep,ftssp,_vzep,fezop,ftsap,fzepa,vizep,fzep,fzuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swil,säbel,swall,‘swil,ssvol,sabel,svoll,ßwil,zviel,sebal,ßwill,swell,ßebel,sobal,sybil,swill,sawel,swahl,swal,sàwel,säwel,svol,swel,savel,sobol,,,,,,,,,,,,,,,
zitsg,zzeki,zzug,tszüg,zitsk,zzug_,zzek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nzen,nze-n,ndsna,nzene,ndizn,ndsn,ntzün,nzein,nezun,nzuen,ntsin,nzen_,ntzun,nzin,,,,,,,,,,,,,,,,,,,,,,,,,,
ewiwe,avef,unfuf,_ewef,owev,ewiw,afenf,_owew,owew,ewaff,ufffa,efuff,ifef,owef,ufauf,ifefa,ophaw,ufff,ewaf,ofpho,oweve,efuf,ewef,efèv,af-fe,owevi,i-faw,oowev,af-f,avefe,owewi,ünfef,efaw,üffew,_ufff,ifff,eifef,ofph,ewefa,
t'enp,täinp,denba,tinba,denb,tenbe,tenb,danäb,tinb,htenb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nzte_,nüssd,nüsst,_nuzt,nsed,ni-st,nuzt,näuzt,nzte,nset,nsat,nsid,nisat,nießt,nsst,nuzt_,nseit,nnsst,nzto,nsati,nzt_,nsied,nsidé,nzti_,nssti,nzti,nseht,nssta,,,,,,,,,,,,
laraf,lürf,lrüew,larv,larif,_larv,larv_,hlürf,làrif,larve,larva,lruew,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ssvat,sowit,svatt,svadd,sabat,sebod,svet,svate,swett,swet,svett,svat,svad,swat,ssvad,sabot,sowyt,swit,sewad,swatt,switt,,,,,,,,,,,,,,,,,,,
ufklä,ufgl,ufglo,uffkl,ufkl,üfgl,ewegl,ufgel,_üfgl,owegl,ufg'l,üfglo,aufkl,_ufgl,,,,,,,,,,,,,,,,,,,,,,,,,,
nzem,nzimm,hnzim,nzem_,ndsmo,ndsma,nzeme,ndsm,ndsmä,nzim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erzal,erzlo,arzle,arzli,urzl,arzl,errzl,orzel,erzel,erzle,erzul,ärzl,erzli,erzl,arzel,urzel,urzle,erzäl,erzol,ärzel,ärzlo,irtzl,erzla,,,,,,,,,,,,,,,,,
häms,hàms,hämms,_hams,hums,hemis,hamez,hams,hums_,hamms,humes,heims,heimz,homas,,,,,,,,,,,,,,,,,,,,,,,,,,
nsma,nsom,nissm,nsme,nsmüe,hnsma,nisme,nsomm,hnsm,ns-mü,nsmo,nsame,nsami,nzmi,ns-m,nsem,nisma,nism,nsama,nsam,nsamm,nsam_,nnism,nsmü,nzme,nzmei,,,,,,,,,,,,,,
ichwo,eichw,eshwä,echv,ichw,ichew,echvo,aschw,ichwö,ischw,uschw,eschw,ychew,,,,,,,,,,,,,,,,,,,,,,,,,,,
rnann,rnena,rnan,rnin,renon,rnüen,rinen,rnean,rnün,ronen,rnun,rnen,renan,ränen,rnenn,rönin,rnen_,,,,,,,,,,,,,,,,,,,,,,,
ilche,elesh,alch,elchi,ülche,olsch,ilch_,ilsch,olshe,ohlsh,elsch,elich,alshi,ilich,ülch,alcha,eilch,elch_,olsh,älsch,alsh,ylsch,olch_,ulich,ilch,alsch,olche,olchi,elche,elch,olich,elech,olch,,,,,,,
reefb,rofba,riffb,rofb,rfab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ing'n,ancon,enken,angn,anken,ingun,yngan,angan,unken,enkin,ing-n,ängni,ancin,angen,ingan,ungna,ungn,yngen,ängn,inken,engen,ängen,inkun,ingen,enkun,ongen,ingin,üngen,incen,ungen,ancun,oncen,ungün,ankun,_ungn,angni,encon,,,
ndasr,nzier,ntsra,nüzer,nzere,ntsr,nzer,nozer,nzer_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibgra,abgr,abkr,ibger,abger,_abgr,abg'r,_abkr,abgrü,ubkar,abkra,abgru,ibegr,ibgr,abgre,,,,,,,,,,,,,,,,,,,,,,,,,
rlehr,rlaar,rlor',roler,'rlor,rolör,rlier,rlore,rlor_,rlire,rlach,rler_,rläch,rlir,rlor,rlora,raler,rler,,,,,,,,,,,,,,,,,,,,,,
akspi,igsb,ügesb,ecksp,igsbu,agesp,okusp,egsp,egspe,ucksp,aksp,acksb,ocksb,akesp,egspa,igspe,uegsp,eigsp,igsp,ig'sp,aksb,eg'sp,ücksp,ehgsp,aksbü,äcksp,ugsp,"e,gsp",,,,,,,,,,,,
fver,_févr,favor,f-ver,vivre,fèvr,vivra,févri,-vivr,fèvre,_vivr,vewir,fenfr,vivr,févr,,,,,,,,,,,,,,,,,,,,,,,,,
enasl,insül,insal,onsul,ensli,ensil,ansle,onsül,insle,insul,ensel,ansäl,unsel,_insl,ehnsl,änsel,insol,annsl,enslu,ansel,insel,insl,änsle,onsel,änsl,ensla,ansl,ensl,,,,,,,,,,,,
_zwuz,-zwis,zebis,zwass,_zwis,zwis,zwis_,dsvis,zwais,zwies,zwys_,zwaz,_zwaz,zwajs,zwas,zweiz,tswäs,zwäis,zwuz,tswys,zwys,zwyes,zweis,,,,,,,,,,,,,,,,,
_zlan,zelon,zelne,zylin,zelän,zlan,tseln,zelin,zeln,zulan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hader,hät’r,hat'r,hintr,hàter,hat’r,hater,hitry,hedra,het'r,het’r,hatr,hüter,hyder,hitr,hatri,hettr,hedr,,,,,,,,,,,,,,,,,,,,,,
niers,nars,nn’rs,n-rs,nàrz,nirs_,-nrs_,nrs_,ners_,nirs,nn-rs,neurs,n'rs,närs,n'rs_,n-rs_,n-r-s,nerös,nuers,nners,nères,nochz,nherz,n’rs,neras,neris,ners,nerz,n’rs_,nn'rs,nersa,narz,-nrs,hnàrz,nüers,n-ers,hners,nerez,hnarz,
ortwö,erdwa,ordwi,ardew,ortw,achtv,erdw,ochtw,ordw,erdew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pfew,pf-ve,pfyff,pfaf,pfffe,pfef,bewaf,pfve,_pfaf,pfäf,pfäff,pfeif,pfaf_,pfif,_pfef,_pfäf,pfewi,pf-v,pfiff,pfaff,-pfef,pfoof,pfeff,pfyf,:pfef,_pfyf,pfff,_pfff,pfife,_pfif,,,,,,,,,,
nval,_nowl,nvelo,nwäl,nwohl,nobel,nowli,nvoll,nvol,newel,neval,newwl,nvil,nvali,newal,nawwl,nowel,nwal,nabel,näwel,nabül,nibal,nvill,nebel,nowle,novel,nuwel,nwil,nowl,nwill,nvel,nawel,,,,,,,,
texte,daxt_,daxt,text,tg'st,_text,text_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sz'zi,sz'z,ssesz,seszi,seszy,sesz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chzt,chsti,chzt_,chsto,chsta,chßt,schst,chste,chst_,chsd,chsst,chstö,chsde,chüzt,chst,chßta,chstu,,,,,,,,,,,,,,,,,,,,,,,
suzan,szene,szen,szen_,sezun,sizen,_szen,szin,szähn,szan,szenu,sszan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szaic,szug_,szeic,szeg,sezog,szege,szieg,szog,sitsc,setsc,szeku,szüge,szek,szüg,szug,szoge,,,,,,,,,,,,,,,,,,,,,,,,
rliv,rlew,rlauw,rlawe,rlaw,rlebe,rläuw,rläw,rlewe,rläw_,rliew,rlobu,rlowu,ralve,rlow,rläbe,rlöuw,rlaba,rlobe,rlaüw,rläwe,rlowe,ralv,,,,,,,,,,,,,,,,,
zebin,zewän,tswun,dswun,_zwan,tswin,zwun,zwin,zuwan,zwan,_zwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mzuw,mzuwa,mtsvo,mtsv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uchsm,_exem,exam,ixmi,egsma,ügsam,iegsm,ogism,iksm,exem,iksma,_exam,ichsm,exeme,äxemu,ecksm,exame,egsm,exami,oxma,egsam,,,,,,,,,,,,,,,,,,,
ornew,ornvi,ernvo,ornwu,ernaw,arnev,irnve,ernàw,ernav,irnw,äranw,irnv,irnwu,urnv,ernew,irnwi,ornw,irnwü,ernv‘,ernv,urnve,ornv,iernv,,,,,,,,,,,,,,,,,
xpül,xplo,x-bel,-expl,xpli,'expl,xploi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fzim,ftsmæ,fzimm,ftsma,fzim_,ftsm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oldbu,aldpo,altb,eltb,eltbe,eldb,_altb,eldib,aldp,iltbü,eltab,oldb,aldbi,altba,altbi,ildeb,aldb,eldap,eldbi,olteb,iltb,,,,,,,,,,,,,,,,,,,
zirk,zirik,tsric,_zirk,zürec,zürk,zerk,dsric,zurüc,zerac,zerüc,tzerk,zeric,zierc,tsrac,zuruc,tsrek,zeruc,zerkä,zürkà,zierg,zirk_,,,,,,,,,,,,,,,,,,
häubt,haupt,habt,hebbt,haapt,hopäd,_habt,hiebt,_hebt,hebt_,hebt,haüpt,hoipt,hüüpt,habte,hypot,hoppt,häupt,hepet,habit,habt_,habt’,,,,,,,,,,,,,,,,,,
brir,parir,broch,prach,prüch,pruch,brrr_,bürer,brüch,berer,bräch,brrr,prer_,brire,pürer,präch,brach,bruch,prer,proch,brair,brrrr,pràch,barer,_brrr,,,,,,,,,,,,,,,
_säls,seils,slus,slosi,selse,zhals,_sols,slos_,salz,seels,sells,säls,slose,_salz,s-los,salz_,sels,solls,sols,selsa,selz,selos,sölls,hsels,sels_,sals,ssels,slos,seuls,sol-s,,,,,,,,,,
rdsbo,rotsp,redsp,rtsbe,rotsb,rtsp,rtsb,radsp,rtesp,rdsb,rd-sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_amtl,aemtl,ämtli,ämtel,emdl,ämmtl,ämtl,imatl,emtl,amtl,amitl,imetl,emütl,emtle,emdel,amtle,emdlä,,,,,,,,,,,,,,,,,,,,,,,
s-dam,’stim,zdam,zdem,hstem,sodom,sstem,sst-m,’stem,zdem_,'stim,'stàm,z-dam,zdam_,,,,,,,,,,,,,,,,,,,,,,,,,,
fgeku,ffgeg,fgek,fgega,fgig,fgege,fgeg,ffgek,fegüc,fgige,fgeki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ihal,_ahal,eheli,ehele,ohal,_ehel,oohal,ahol,ehyll,ehol,ehöl,_ihal,äheli,ehüll,ehole,ehül,uhol,ähel,uhal,eheil,ahole,_ähel,ehal,ehyl,ehel,ahal,ehöel,uhole,ehäl,aahol,,,,,,,,,,
_figl,vegel,ficil,ffklä,fkol,vekli,fgela,fegel,figle,fglo,fcile,vekäl,ffgel,fgelö,vögel,vekl,fgelu,ffcil,feigl,_fkol,vegal,fg'l,fgel,fakul,fkolo,_vogl,figl,fghol,vogl,feg'l,vogle,ffkl,fcil,fg'le,fghal,vogel,fklä,,,
rfum,rowem,riefm,rfme,refam,rof-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uchß,ichz,ychz,eschs,echüs,ichus,eches,ichüs,ishüs,echis,iches,öschs,ich's,ashüs,uchss,ischs,âches,échez,ech's,ich-s,ichss,echz,ich’s,äschs,echos,,,,,,,,,,,,,,,
budhi,peth,bath,badh,poth,_beth,pethi,budh,_badh,_path,_bath,bathe,patho,bthei,beth,bethö,pethe,_budh,bthe,badhö,pothé,pothe,pathi,path,bthä,,,,,,,,,,,,,,,
ftmai,fatm,fdam_,ftme,fdame,ftma,fdam,videm,_fatm,ftmä,fatme,ftmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zebri,_zebr,tzbär,hzebr,züebr,tzbru,zepre,tzbr,zubri,zubr,zeprä,zubrü,tzbur,_zubr,tzubr,tzebr,zebr,zuebr,zebre,zebür,zepr,,,,,,,,,,,,,,,,,,,
inqu,_inqu,engew,engv,anqui,ungv,ankwo,_ingv,ungve,ingv,inqua,ingve,_engv,aniqu,angw,ungw,angve,angwi,ankw,ungew,oniqu,angwä,anqu,ingev,angv,ankwe,uniqu,angwy,yngew,engve,angwe,ungwö,ungvo,angew,anque,_ungw,ingew,,,
nftsa,nufz,_nufz,nifiz,nfez,nfzi,nfzig,nufzu,nftis,nfts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fgän,ffgän,ffgen,fgen,figen,fghàn,vacan,vekan,fkni,fügun,fegin,fkün,fkuen,fküen,fgàn_,fgeno,fgan,fgenn,fgehn,fkin,fgahn,fgänn,ffgan,fgàn,fkun,vakan,fgenu,fügen,,,,,,,,,,,,
betle,ptle,baitl,budal,battl,pedal,bteil,betl,bettl,pädel,pédal,ptle_,bäädl,pöddl,podel,püdel,pitel,btäil,pättl,pettl,pudel,_betl,budäl,bedel,pital,budel,ptlo,,,,,,,,,,,,,
ältun,old’n,iltàn,ilten,älten,uldne,ältni,ildän,ilden,olden,ildn,alten,ulden,elten,eldin,eltun,elton,ultan,aldan,oldun,eldun,elden,aldin,oltan,oldne,altun,oldn,altin,ildni,ültan,ildun,uldn,ältn,,,,,,,
nabge,nebuc,npac,nbeg,nabg,nbeka,nabg’,npak,nbek,_nabg,npack,neppc,nebbc,nbegä,n-abg,,,,,,,,,,,,,,,,,,,,,,,,,
nerfa,nerv_,nriew,nerfe,_nerv,narva,nachf,nruef,_nerf,nnerv,nerf,_narv,nervö,narve,nerve,nervi,nreif,nochf,nervé,narv,nerv,,,,,,,,,,,,,,,,,,,
rksg',rkazg,rgsc,rgsic,rogsc,rg’sc,rg'sc,rgisc,riksc,rkisc,rksg,regsc,rkäsc,rix-c,rchsc,rigsc,rk'sc,rksc,rgäsc,rgesc,,,,,,,,,,,,,,,,,,,,
tgef,tegif,tg'fa,tgefo,tgewö,tgaw,tükvi,tükv,tg’f,tg’fa,tkäfe,tgew,tg'f,tockf,degif,tkäf,dogew,htgaw,,,,,,,,,,,,,,,,,,,,,,
zest,zesto,zesta,zeste,züst_,zist_,zecht,zuste,züsta,_züst,zist,zicht,züst,zust,tzust,zuest,zustä,tzest,zusti,zichd,züstä,zusta,zest_,zestä,züest,_zust,,,,,,,,,,,,,,
lemmt,lmud,lamet,leumd,lomet,lümte,limmt,lme-t,lammt,lämmt,lmit,lamat,lmaid,lumet,lomat,limat,lment,lmet,lmitt,lümt,lüemt,luemt,lmat,lomèt,lähmt,lmudd,,,,,,,,,,,,,,
mwar,mwer_,mwer,mmwar,mwäch,mwach,mmwer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
làwer,lvere,hlwur,lwre_,lwere,lawür,lebir,lwera,livré,_livr,lwier,labor,livre,hlv'r,lwre,lvera,lwür,hlwür,livr,lver-,lwri,liwàr,lwer,lwar,lware,lwrig,lybär,libér,levar,lwur,lweri,lv'r,lavor,lawer,lawwr,lwr_,lwer_,,,
namli,nàml,næml,næmli,_naml,nmejl,_næml,nmol_,nmal,nomol,naml,nmöjl,nehml,nàmli,_nàml,nämli,neml,nmal_,nmol,_näml,nemli,näml,_neml,,,,,,,,,,,,,,,,,
nupfe,npfoh,nabf,hnàpf,nbewo,nöepf,_nabf,npfo,nöpf,nepfe,näpf,napf_,nöpfe,npfe,nüpfe,npfü,hnupf,npfer,nepf_,nepfi,nbew,nabfa,napf,nopf_,nàpf,nopf,npfi,hnepf,nnepf,näpf_,nüepf,nupf,nüpf,nöpf_,nepf,nbef,,,,
milic,mülko,_melc,molog,mlig,mlig_,melic,malig,_milc,mel-k,malg,_malc,melüc,mlige,malc,melg,mläc,mmelg,malag,mlic,hmlic,melc,mülk,_malg,milc,mehlk,_mülk,melga,mliga,melig,,,,,,,,,,
igetl,ektle,actyl,àgdl,ektl,àgdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indj,endjo,endj,endji,indji,intja,äintj,endja,intj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
llwil,lewel,lwel_,lwel,lwil,laval,lewal,lewyl,hlwol,lwle_,läwel,lewil,lwoll,lwol,lwele,lwle,lwill,,,,,,,,,,,,,,,,,,,,,,,
ldibu,luetw,ltebü,ldebi,ldwe,ldver,ldywe,lutwu,ldwä,ldwa,ldwäj,ldve,ltwy,ltwa,ldyw,lüetw,lutw,ltiw,,,,,,,,,,,,,,,,,,,,,,
stha,chthi,schth,chthü,stehu,chdh,sdhi,sthei,-esth,sthu,sdhie,chdhu,chthu,sthe,sthä,chtha,chthe,sthü,chthä,chth,sthy,stehe,sthé,,,,,,,,,,,,,,,,,
msel_,misl,mißli,_mysl,misel,meßl,mysl,msle_,misol,_mißl,msell,msal,massl,_maßl,msele,maßle,mysel,mosel,meßli,msle,maßl,_misl,msall,miesl,mseli,misle,mysli,msel,mésal,mißl,mueßl,,,,,,,,,
nerv_,_narw,nriew,_nerv,narva,nerwe,nerwi,nerwa,nnerv,nnerw,_narv,nervö,narve,nerve,nerwä,nerw,nervi,nervé,narv,narwa,nerv,narw,nachw,,,,,,,,,,,,,,,,,
ervad,erfit,ürfte,arft,orväd,erft,ervat,arvt_,irft,ärfte,ürft_,ärft_,erft',arvt,irft_,erfte,ärfet,ervit,ürft,ärft,arft_,erft_,,,,,,,,,,,,,,,,,,
_aufh,iwehu,aufh,ewehö,ufhöe,uffha,ufha,enfh,äwehe,enfhu,ofhe,ünfh,ufhö,_ufh,_ufhö,_uffh,äwehö,ünfhu,ufhe,_ufhe,uffhe,ufhä,_ufhä,üenfh,uffh,üwehe,_ufha,ufhei,uffhö,oofhe,aufhä,oofh,,,,,,,,
meg’f,megfa,megf,mg’fa,mg’f,mmegf,mgew,megfi,mg’fi,mg'f,mgfü,mgewe,mg'fi,mgfüe,megfü,mg'fa,,,,,,,,,,,,,,,,,,,,,,,,
szuf,ßzuv,szefö,szefü,ßzuve,szef,szuw,szuwä,szufo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sälw,_sælw,selw,salwe,s-läw,sàlwe,silw,_salw,sälwe,sselv,sleww,selwe,släw,s-lew,sàlw,sælw,sylwe,silwe,selew,_sylw,silve,sallv,_selw,_sälw,silv,_sàlw,slew,selv,_silv,salw,sælwe,selvi,_silw,slewe,släwe,sylw,,,,
impr,embar,amebr,umbrü,ombri,imper,embra,_embr,umper,ompri,ompre,umbr,embr,imbre,ompro,ambra,umbri,umbär,ompr,amper,emper,impér,imber,imbr,empor,impor,ombr,amber,ember,_impr,ambre,impre,embre,ambr,empör,_umbr,umber,ambar,ombar,
otsb,itsp,ittsp,ätsb,entsp,odsb,itspü,otsp,etsbe,itspä,etsb,itüsb,ootsb,otsbu,oodsb,atsp,ohtsp,ätsbe,adsp,idesp,atspa,adspo,aatsp,edsp,antsp,itspi,üetsb,atsb,edsb,otsbe,aatsb,odsbe,otsbü,,,,,,,
shewe,shawi,_shwe,shaw,_shaw,shew,_shw,shwe,shwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_herb,härp_,herbe,härp,herüb,hirp,hoorb,herbo,horp,hireb,hurep,herb,hareb,hierb,herab,hàràb,,,,,,,,,,,,,,,,,,,,,,,,
wittf,_witf,witf,vtaf,vtafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
